year,country,event,gender,name,time
2018,Kenya,1500m,male,Charles Simotwo (Ken),03:32.6
2018,Kenya,1500m,male,Ferguson Cheruiyot (Ken),03:33.2
2018,Kenya,1500m,male,Edward Cheserek (Ken),03:33.8
2018,Kenya,1500m,male,Bethwel Birgen (Ken),03:34.3
2018,Kenya,1500m,male,Justus Soget (Ken),03:34.3
2018,Kenya,1500m,male,Cornelius Tuwei (Ken),03:35.7
2018,Kenya,1500m,male,Brimin Kiprotich (Ken),03:35.8
2018,Kenya,1500m,male,Kumari Taki (Ken),03:35.8
2018,Kenya,1500m,male,Vincent Kibet (Ken),03:36.1
2018,Kenya,1500m,male,Michael Kibet (Ken),03:36.3
2018,Kenya,3000m Steeplechase,female,Beatrice Chepkoech,08:44.3
2018,Kenya,3000m Steeplechase,female,Norah Tanui,08:59.6
2018,Kenya,3000m Steeplechase,female,Hyvin Jepkemoi,09:01.6
2018,Kenya,3000m Steeplechase,female,Celliphine Chespol,09:01.8
2018,Kenya,3000m Steeplechase,female,Roseline Chepngetich,09:08.2
2018,Kenya,3000m Steeplechase,female,Daisy Jepkemei,09:10.7
2018,Kenya,3000m Steeplechase,female,Purity Kirui,09:21.3
2018,Kenya,3000m Steeplechase,female,Joan Chepkemoi,09:22.9
2018,Kenya,3000m Steeplechase,female,Mary Wanjiru,09:23.4
2018,Kenya,3000m Steeplechase,female,Fancy Cherono,09:23.9
2018,Kenya,3000m Steeplechase,female,Mercy Chepkurui,09:29.4
2018,Kenya,3000m Steeplechase,female,Caroline Chepkurui,09:30.6
2018,Kenya,3000m Steeplechase,female,Mercy Wanjiru,09:39.9
2018,Kenya,3000m Steeplechase,male,Benjamin Kigen (Ken),08:06.2
2018,Kenya,3000m Steeplechase,male,Conseslus Kipruto (Ken),08:08.4
2018,Kenya,3000m Steeplechase,male,Abraham Kibiwot (Ken),08:10.6
2018,Kenya,3000m Steeplechase,male,Amos Kirui (Ken),08:12.2
2018,Kenya,3000m Steeplechase,male,Nicholas Bett (Ken),08:13.2
2018,Kenya,3000m Steeplechase,male,Lawrence Kemboi (Ken),08:15.1
2018,Kenya,3000m Steeplechase,male,Emmanuel Bett (Ken),08:16.2
2018,Kenya,3000m Steeplechase,male,Leonard Bett (Ken),08:17.0
2018,Kenya,3000m Steeplechase,male,Barnabas Kipyego (Ken),08:17.1
2018,Kenya,3000m Steeplechase,male,Kennedy Njiru (Ken),08:18.0
2018,Kenya,3000m Steeplechase,male,Jairus Birech (Ken),08:18.8
2018,Kenya,3000m Steeplechase,male,Justus Lagat (Ken),08:19.5
2018,Kenya,3000m Steeplechase,male,Wilberforce Koros (Ken),08:22.6
2018,Kenya,3000m Steeplechase,male,Paul Koech II (Ken),08:23.2
2018,Kenya,3000m Steeplechase,male,Hillary Yego (Ken),08:25.3
2018,Kenya,3000m Steeplechase,male,Clement Kemboi (Ken),08:25.5
2018,Kenya,3000m Steeplechase,male,Joash Kiplimo (Ken),08:26.2
2018,Kenya,3000m Steeplechase,male,Philemon Kiplagat (Ken),08:26.5
2018,Kenya,5000m,female,Hellen Obiri,14:21.7
2018,Kenya,5000m,female,Agnes Tirop,14:24.2
2018,Kenya,5000m,female,Caroline Kipkirui,14:44.0
2018,Kenya,5000m,female,Loice Chemnung,14:53.1
2018,Kenya,5000m,female,Lilian Rengeruk,15:01.2
2018,Kenya,5000m,female,Margaret Kipkemboi,15:02.0
2018,Kenya,5000m,female,Gloria Kite,15:06.8
2018,Kenya,5000m,female,Rosemary Monicah Wanjiru,15:08.6
2018,Kenya,5000m,female,Eva Cherono,15:09.4
2018,Kenya,5000m,female,Alice Nawowuna,15:11.0
2018,Kenya,5000m,female,Ednah Kurgat,15:14.8
2018,Kenya,5000m,female,Beatrice Chepkoech,15:15.3
2018,Kenya,5000m,female,Sharon Lokedi,15:15.5
2018,Kenya,5000m,female,Grace Kimanzi,15:15.6
2018,Kenya,5000m,female,Helen Lobun,15:16.5
2018,Kenya,5000m,male,Richard Yator (Ken),12:59.4
2018,Kenya,5000m,male,Stanley Mburu Waithaka (Ken),13:10.1
2018,Kenya,5000m,male,Cyrus Rutto (Ken),13:10.8
2018,Kenya,5000m,male,Japhet Korir (Ken),13:11.9
2018,Kenya,5000m,male,Davis Kiplangat (Ken),13:13.6
2018,Kenya,5000m,male,Jonathan Muia Ndiku (Ken),13:17.2
2018,Kenya,5000m,male,Benard Kimeli (Ken),13:17.7
2018,Kenya,5000m,male,Evans Keitany (Ken),13:18.3
2018,Kenya,5000m,male,James Wangari (Ken),13:18.7
2018,Kenya,5000m,male,Robert Mwei (Ken),13:19.3
2018,Kenya,5000m,male,Edward Zakayo (Ken),13:19.7
2018,Kenya,5000m,male,Ronald Kwemoi (Ken),13:19.9
2018,Kenya,800m,female,Emily Jerotich,01:58.0
2018,Kenya,800m,female,Margaret Wambui,01:58.1
2018,Kenya,800m,female,Nelly Jepkosgei,01:59.0
2018,Kenya,800m,female,Eunice Sum,01:59.3
2018,Kenya,800m,female,Eglay Nalyanya,02:00.3
2018,Kenya,800m,male,Emmanuel Korir (Ken),01:42.1
2018,Kenya,800m,male,Wycliffe Kinyamal (Ken),01:43.1
2018,Kenya,800m,male,Michael Saruni (Ken),01:43.2
2018,Kenya,800m,male,Jonathan Kitilit (Ken),01:43.5
2018,Kenya,800m,male,Ferguson Cheruiyot (Ken),01:43.7
2018,Kenya,800m,male,Cornelius Tuwei (Ken),01:43.8
2018,Kenya,800m,male,Elijah Manangoi (Ken),01:44.2
2018,Kenya,800m,male,Alfred Kipketer (Ken),01:44.3
2018,Kenya,800m,male,Jackson Kivuva (Ken),01:44.7
2018,Kenya,800m,male,Timothy Cheruiyot (Ken),01:44.7
2018,Kenya,800m,male,Nicholas Kipkoech (Ken),01:45.2
2018,Kenya,800m,male,Boaz Kipkurgat (Ken),01:45.2
2018,Kenya,800m,male,Boaz Kiprugut (Ken),01:45.2
2018,Kenya,marathon,female,Gladys Cherono,2:18:11
2018,Kenya,marathon,female,Vivian Cheruiyot,2:18:31
2018,Kenya,marathon,female,Ruth Chepngetich,2:18:35
2018,Kenya,marathon,female,Brigid Kosgei,2:18:35
2018,Kenya,marathon,female,Edna Kiplagat,2:21:18
2018,Kenya,marathon,female,Valary Aiyabei,2:21:38
2018,Kenya,marathon,female,Lydia Cheromei,2:22:11
2018,Kenya,marathon,female,Nancy Kiprop,2:22:46
2018,Kenya,marathon,female,Mary Keitany,2:22:48
2018,Kenya,marathon,female,Betsy Saina,2:22:56
2018,Kenya,marathon,female,Visiline Jepkesho,2:22:58
2018,Kenya,marathon,female,Sally Chepyego,2:23:15
2018,Kenya,marathon,female,Ruth Chebitok,2:23:29
2018,Kenya,marathon,female,Betty Lempus,2:23:40
2018,Kenya,marathon,female,Stella Barsosio,2:23:43
2018,Kenya,marathon,female,Linet Masai,2:23:46
2018,Kenya,marathon,male,Eliud Kipchoge (Ken),2:01:39
2018,Kenya,marathon,male,Lawrence Cherono (Ken),2:04:06
2018,Kenya,marathon,male,Mathew Kisorio (Ken),2:04:53
2018,Kenya,marathon,male,Emmanuel Saina (Ken),2:05:21
2018,Kenya,marathon,male,Nobert Kigen (Ken),2:05:22
2018,Kenya,marathon,male,Dickson Chumba (Ken),2:05:30
2018,Kenya,marathon,male,Kenneth Kipkemoi (Ken),2:05:44
2018,Kenya,marathon,male,Laban Korir (Ken),2:05:58
2018,Kenya,marathon,male,Gideon Kipketer (Ken),2:06:15
2018,Kenya,marathon,male,Sammy Kitwara (Ken),2:06:21
2018,Kenya,marathon,male,Amos Kipruto (Ken),2:06:23
2018,Kenya,marathon,male,Solomon Yego (Ken),2:06:24
2018,Kenya,marathon,male,Paul Lonyangata (Ken),2:06:25
2018,Kenya,marathon,male,Geoffrey Kamworor (Ken),2:06:26
2018,Kenya,marathon,male,Abraham Kiptum (Ken),2:06:29
2018,Kenya,marathon,male,Evans Korir (Ken),2:06:35
2018,Kenya,marathon,male,Martin Kosgey (Ken),2:06:41
2018,Kenya,marathon,male,Ernest Ngeno (Ken),2:06:41
2018,Kenya,marathon,male,Geoffrey Kirui (Ken),2:06:45
2018,Kenya,marathon,male,Wilson Kipsang (Ken),2:06:48
2018,Kenya,marathon,male,Peter Some (Ken),2:06:49
2018,Kenya,marathon,male,Jonathan Korir (Ken),2:06:51
2018,Kenya,marathon,male,Wilson Loyanai (Ken),2:06:57
2018,Kenya,marathon,male,Mark Korir (Ken),2:07:03
2018,Kenya,marathon,male,Abel Kirui (Ken),2:07:07
2018,Kenya,marathon,male,Alex Kibet (Ken),2:07:09
2018,Kiribati,10000m,female,Darya Maslova,32:07.2
2018,Luxembourg,800m,female,Charline Mathias,02:00.4
2018,Mexico,800m,male,Jesús López (Mex),01:45.0
2018,Morocco,1500m,female,Rabab Arrafi,03:59.2
2018,Morocco,1500m,male,Abdelaati Iguider (Mor),03:31.6
2018,Morocco,1500m,male,Brahim Kaazouzi (Mor),03:31.6
2018,Morocco,1500m,male,Hicham Oueladha (Mor),03:35.4
2018,Morocco,1500m,male,Rabie Doukkana (Mor),03:36.1
2018,Morocco,1500m,male,Younéss Essalhi (Mor),03:36.3
2018,Morocco,3000m Steeplechase,male,Soufiane El Bakkali (Mor),07:58.1
2018,Morocco,3000m Steeplechase,male,Ibrahim Ezzaydouny (Mor),08:14.6
2018,Morocco,3000m Steeplechase,male,Hicham Sigueni (Mor),08:19.5
2018,Morocco,3000m Steeplechase,male,Mohammed Tindoufti (Mor),08:20.3
2018,Morocco,3000m Steeplechase,male,Abdelkarim Ben Zahra (Mor),08:21.1
2018,Morocco,5000m,male,Rabie Doukkana (Mor),13:15.6
2018,Morocco,5000m,male,Soufiyan Bouqantar (Mor),13:17.8
2018,Morocco,800m,female,Rabab Arrafi,01:57.5
2018,Morocco,800m,female,Malika Akkaoui,01:59.3
2018,Morocco,800m,male,Mostafa Smaili (Mor),01:44.9
2018,Morocco,marathon,male,El Mahjoub Dazza (Mor),2:05:26
2018,Netherlands,10000m,female,Susan Krumins,31:52.5
2018,Netherlands,1500m,female,Sifan Hassan,03:57.4
2018,Netherlands,1500m,female,Maureen Koster,04:05.1
2018,Netherlands,5000m,female,Sifan Hassan,14:22.3
2018,Netherlands,5000m,female,Susan Krumins,15:09.7
2018,Netherlands,5000m,female,Jip Vastenburg,15:15.8
2018,Netherlands,800m,female,Sifan Hassan,01:59.4
2018,Netherlands,800m,female,Sanne Wolters-Verstegen,01:59.9
2018,New Zealand,10000m,male,Jake Robertson (NZ),27:30.9
2018,New Zealand,1500m,male,Nick Willis (NZ),03:35.3
2018,Norway,1500m,female,Karoline Bjerkeli Grøvdal,04:05.6
2018,Norway,1500m,male,Filip Ingebrigtsen (Nor),03:30.0
2018,Norway,1500m,male,Jakob Ingebrigtsen (Nor),03:31.2
2018,Norway,1500m,male,Henrik Ingebrigtsen (Nor),03:35.6
2018,Norway,3000m Steeplechase,female,Karoline Bjerkeli Grøvdal,09:18.4
2018,Norway,5000m,male,Henrik Ingebrigtsen (Nor),13:17.0
2018,Norway,5000m,male,Jakob Ingebrigtsen (Nor),13:17.1
2018,Poland,1500m,female,Sofia Ennaoui,04:02.1
2018,Poland,1500m,male,Marcin Lewandowski (Pol),03:35.1
2018,Poland,3000m Steeplechase,female,Katarzyna Kowalska,09:37.9
2018,Poland,3000m Steeplechase,female,Alicja Konieczek,09:41.2
2018,Poland,800m,female,Anna Sabat,02:00.3
2018,Poland,800m,male,Marcin Lewandowski (Pol),01:44.3
2018,Poland,800m,male,Adam Kszczot (Pol),01:44.6
2018,Poland,800m,male,Michal Rozmys (Pol),01:45.3
2018,Poland,800m,male,Mateusz Borkowski (Pol),01:45.4
2018,Portugal,10000m,female,Sara Moreira,32:10.5
2018,Portugal,1500m,female,Marta Pen,04:04.0
2018,Portugal,800m,female,Marta Pen,02:00.1
2018,Qatar,800m,male,Jamal Al-Hayrani (Qat),01:45.7
2018,Romania,10000m,female,Ancu?a Bobocel,31:43.1
2018,Romania,5000m,female,Ancu?a Bobocel,15:16.1
2018,Russia,1500m,female,Aleksandra Gulyayeva,04:04.8
2018,Russia,1500m,male,Vladimir Nikitin (Rus),03:35.8
2018,Russia,3000m Steeplechase,female,Yekaterina Ivonina,09:16.7
2018,Russia,3000m Steeplechase,female,Natalya Koloskova,09:39.1
2018,Russia,3000m Steeplechase,male,Maksim Yakushev (Rus),08:22.4
2018,Russia,800m,female,Aleksandra Gulyayeva,01:59.9
2018,Rwanda,10000m,female,Salomé Nyirarukundo,32:13.7
2018,Slovenia,3000m Steeplechase,female,Marusa Mismas,09:28.6
2018,South Africa,10000m,male,Stephen Mokoka (SA),27:44.6
2018,South Africa,1500m,female,Caster Semenya,03:59.9
2018,South Africa,5000m,female,Dominique Scott Efurd,15:04.1
2018,South Africa,800m,female,Caster Semenya,01:54.3
2018,South Africa,800m,male,Ryhardt van Rensburg (SA),01:45.2
2018,Spain,10000m,male,Adel Mechaal (Spa),27:50.6
2018,Spain,1500m,female,Marta Pérez,04:04.9
2018,Spain,3000m Steeplechase,female,Irene Sánchez,09:31.8
2018,Spain,3000m Steeplechase,male,Fernando Carro (Spa),08:19.3
2018,Spain,3000m Steeplechase,male,Sebastián Martos (Spa),08:26.9
2018,Spain,800m,male,Saul Ordóñez (Spa),01:43.7
2018,Spain,800m,male,Álvaro de Arriba (Spa),01:45.0
2018,Sweden,1500m,female,Meraf Bahta,04:02.3
2018,Sweden,3000m Steeplechase,male,Napoleon Solomon (Swe),08:23.5
2018,Sweden,5000m,female,Meraf Bahta,15:08.2
2018,Sweden,800m,female,Hanna Hermansson,02:00.5
2018,Sweden,800m,male,Andreas Kramer (Swe),01:45.0
2018,Switzerland,3000m Steeplechase,female,Fabienne Schlumpf,09:22.3
2018,Switzerland,800m,female,Selina Büchel,02:00.4
2018,Tunisia,3000m Steeplechase,female,Habiba Ghribi,09:31.4
2018,Tunisia,3000m Steeplechase,male,Amor Benyahia (Tun),08:26.1
2018,Turkey,3000m Steeplechase,female,Özlem Kaya,09:35.5
2018,Turkey,3000m Steeplechase,female,Tugba Güvenç,09:39.7
2018,Turkey,5000m,female,Yasemin Can,14:57.6
2018,Turkey,marathon,male,Kaan Kigen Özbilen (Tur),2:06:24
2018,Uganda,10000m,female,Mercyline Chelangat,31:38.4
2018,Uganda,10000m,female,Stella Chesang,31:39.0
2018,Uganda,10000m,female,Juliet Chekwel,31:58.0
2018,Uganda,10000m,male,Joshua Cheptegei (Uga),27:19.6
2018,Uganda,10000m,male,Jacob Kiplimo (Uga),27:30.3
2018,Uganda,10000m,male,Timothy Toroitich (Uga),27:47.4
2018,Uganda,10000m,male,Moses Kibet (Uga),27:56.1
2018,Uganda,1500m,male,Ronald Musagala (Uga),03:35.3
2018,Uganda,3000m Steeplechase,female,Peruth Chemutai,09:07.9
2018,Uganda,3000m Steeplechase,male,Albert Chemutai (Uga),08:17.2
2018,Uganda,5000m,male,Stephen Kissa (Uga),13:10.9
2018,Uganda,5000m,male,Jacob Kiplimo (Uga),13:19.7
2018,Uganda,800m,female,Halimah Nakaayi,01:58.4
2018,Uganda,800m,female,Winnie Nanyondo,01:59.4
2018,Uganda,800m,female,Dorcus Ajok,02:00.0
2018,Ukraine,3000m Steeplechase,female,Nataliya Strebkova,09:37.3
2018,Ukraine,800m,female,Nataliya Pryshchepa,01:59.6
2018,Ukraine,800m,female,Olha Lyakhova,02:00.3
2018,United Kingdom,10000m,female,Charlotte Arter,32:15.7
2018,United Kingdom,10000m,female,Alice Wright,32:15.7
2018,United Kingdom,10000m,male,Alexander Yee (GB),27:51.9
2018,United Kingdom,10000m,male,Andy Vernon (GB),27:52.3
2018,United Kingdom,10000m,male,Chris Thompson (GB),27:52.6
2018,United Kingdom,1500m,female,Laura Muir,03:58.2
2018,United Kingdom,1500m,female,Laura Weightman,04:01.8
2018,United Kingdom,1500m,female,Eilish McColgan,04:02.0
2018,United Kingdom,1500m,female,Sarah McDonald,04:03.2
2018,United Kingdom,1500m,female,Melissa Courtney,04:03.4
2018,United Kingdom,1500m,female,Steph Twell,04:05.6
2018,United Kingdom,1500m,male,Chris O’Hare (GB),03:32.1
2018,United Kingdom,1500m,male,Jake Wightman (GB),03:34.0
2018,United Kingdom,1500m,male,Charlie Da’Vall Grice (GB),03:34.2
2018,United Kingdom,1500m,male,Josh Kerr (GB),03:35.0
2018,United Kingdom,1500m,male,Neil Gourley (GB),03:36.0
2018,United Kingdom,3000m Steeplechase,female,Rosie Clarke,09:32.1
2018,United Kingdom,3000m Steeplechase,male,Zak Seddon (GB),08:26.5
2018,United Kingdom,5000m,female,Eilish McColgan,14:52.8
2018,United Kingdom,5000m,female,Melissa Courtney,15:04.8
2018,United Kingdom,800m,female,Laura Muir,01:59.1
2018,United Kingdom,800m,female,Lynsey Sharp,01:59.3
2018,United Kingdom,800m,female,Shelayna Oskan-Clarke,01:59.8
2018,United Kingdom,800m,female,Adelle Tracey,01:59.9
2018,United Kingdom,800m,female,Alexandra Bell,01:59.9
2018,United Kingdom,800m,male,Jake Wightman (GB),01:44.6
2018,United Kingdom,800m,male,Guy Learmonth (GB),01:44.7
2018,United Kingdom,800m,male,Daniel Rowden (GB),01:45.0
2018,United Kingdom,800m,male,Elliot Giles (GB),01:45.0
2018,United Kingdom,800m,male,Andrew Osagie (GB),01:45.1
2018,United Kingdom,800m,male,Kyle Langford (GB),01:45.2
2018,United Kingdom,800m,male,Thomas Staines (GB),01:45.6
2018,United Kingdom,marathon,male,Mo Farah (GB),2:05:11
2018,United States Of America,10000m,female,Molly Huddle,31:52.3
2018,United States Of America,10000m,female,Jessica Tonn,31:54.8
2018,United States Of America,10000m,female,Gwen Jorgensen,31:55.7
2018,United States Of America,10000m,female,Sarah Pagano,31:56.4
2018,United States Of America,10000m,female,Marielle Hall,31:56.7
2018,United States Of America,10000m,female,Chelsea Blaase,31:57.6
2018,United States Of America,10000m,female,Carrie Dimoff,31:57.8
2018,United States Of America,10000m,female,Karissa Schweizer,32:00.6
2018,United States Of America,10000m,female,Stephanie Bruce,32:05.1
2018,United States Of America,10000m,female,*Emily Sisson,32:06.3
2018,United States Of America,10000m,male,Shadrack Kipchirchir (Nike),27:39.7
2018,United States Of America,10000m,male,Garrett Heath (Brooks Beasts),27:56.1
2018,United States Of America,1500m,female,Shelby Houlihan,03:57.3
2018,United States Of America,1500m,female,Jenny Simpson,03:59.4
2018,United States Of America,1500m,female,Brenda Martinez,04:02.6
2018,United States Of America,1500m,female,Colleen Quigley,04:03.0
2018,United States Of America,1500m,female,Kate Grace,04:04.1
2018,United States Of America,1500m,female,Charlene Lipsey,04:05.0
2018,United States Of America,1500m,female,Ajee’ Wilson,04:05.2
2018,United States Of America,1500m,female,*Emily Lipari,04:05.7
2018,United States Of America,1500m,female,Sara Vaughn,04:05.9
2018,United States Of America,1500m,female,Helen Schlachtenhaufen,04:06.0
2018,United States Of America,1500m,male,Matthew Centrowitz (Nike Ore. Proj.),03:31.8
2018,United States Of America,1500m,male,*Drew Hunter (adidas),03:35.9
2018,United States Of America,1500m,male,Robby Andrews (adidas),03:36.0
2018,United States Of America,1500m,male,Robert Domanic (Ms),03:36.3
2018,United States Of America,1500m,male,Eric Avila (adidas),03:36.4
2018,United States Of America,3000m Steeplechase,female,Courtney Frerichs,09:00.9
2018,United States Of America,3000m Steeplechase,female,Emma Coburn,09:05.1
2018,United States Of America,3000m Steeplechase,female,Colleen Quigley,09:10.3
2018,United States Of America,3000m Steeplechase,female,Mel Lawrence,09:32.7
2018,United States Of America,3000m Steeplechase,female,Allie Ostrander,09:38.6
2018,United States Of America,3000m Steeplechase,male,Evan Jager (BowTC),08:01.0
2018,United States Of America,3000m Steeplechase,male,Hillary Bor (USAr),08:12.2
2018,United States Of America,3000m Steeplechase,male,Andy Bayer (Nike),08:24.7
2018,United States Of America,3000m Steeplechase,male,Isaac Updike (TRE),08:25.4
2018,United States Of America,5000m,female,Shelby Houlihan,14:34.4
2018,United States Of America,5000m,female,Molly Huddle,15:01.4
2018,United States Of America,5000m,female,Karissa Schweizer,15:02.4
2018,United States Of America,5000m,female,Marielle Hall,15:08.2
2018,United States Of America,5000m,female,Vanessa Fraser,15:09.6
2018,United States Of America,5000m,female,Sarah Pagano,15:11.3
2018,United States Of America,5000m,female,Emily Sisson,15:13.7
2018,United States Of America,5000m,female,Lauren Paquette,15:15.2
2018,United States Of America,5000m,female,Emily Infeld,15:15.5
2018,United States Of America,5000m,female,Gwen Jorgensen,15:15.6
2018,United States Of America,5000m,female,Rachel Schneider,15:15.9
2018,United States Of America,5000m,female,Allie Ostrander,15:16.4
2018,United States Of America,5000m,male,Paul Chelimo (USAr),12:57.5
2018,United States Of America,5000m,male,Ben True (Sauc),13:04.1
2018,United States Of America,5000m,male,Riley Masters (Nike),13:17.0
2018,United States Of America,5000m,male,Hassan Mead (OTC),13:19.8
2018,United States Of America,800m,female,Ajee’ Wilson,01:56.5
2018,United States Of America,800m,female,Raevyn Rogers,01:57.7
2018,United States Of America,800m,female,Ce’Aira Brown,01:58.0
2018,United States Of America,800m,female,Charlene Lipsey,01:58.0
2018,United States Of America,800m,female,Kaela Edwards,01:59.7
2018,United States Of America,800m,female,Olivia Baker,02:00.1
2018,United States Of America,800m,female,Hanna Green,02:00.1
2018,United States Of America,800m,female,Laura Roesler,02:00.4
2018,United States Of America,800m,male,Clayton Murphy (Nike Ore. Proj.),01:43.1
2018,United States Of America,800m,male,Isaiah Harris (PennSt),01:44.4
2018,United States Of America,800m,male,*Erik Sowinski (Nike),01:45.1
2018,United States Of America,800m,male,Donavan Brazier (Nike),01:45.1
2018,United States Of America,800m,male,Drew Windle (Brk),01:45.5
2018,United States Of America,800m,male,Devin Dixon (TxAM),01:45.6
2018,United States Of America,800m,male,Bryce Hoppel (Ks),01:45.7
2018,United States Of America,marathon,female,Amy Cragg,2:21:42
2018,United States Of America,marathon,male,Galen Rupp (Nike Ore. Proj.),2:06:07
