year,country,event,gender,name,time
2014,Tunisia,3000m Steeplechase,female,Habiba Ghribi (Tunisia),09:15.2
2014,Turkey,1500m,male,?lham Tanui Özbilen (Turkey),03:32.1
2014,Uganda,10000m,male,Timothy Toroitich (Uganda),27:43.3
2014,Uganda,10000m,male,Moses Kipsiro (Uganda),27:56.1
2014,Uganda,10000m,male,Joshua Cheptegei (Uganda),27:56.3
2014,Uganda,3000m Steeplechase,male,Jacob Araptany (Uganda),08:20.8
2014,Uganda,800m,female,Winnie Nanyondo (Uganda),01:58.6
2014,Uganda,800m,male,Ronald Musagala (Uganda),01:45.3
2014,Ukraine,1500m,female,Anna Mishchenko (Ukraine),04:05.5
2014,Ukraine,800m,female,Olha Lyakhova (Ukraine),01:59.9
2014,Ukraine,marathon,female,Tetyana Gamera (Ukraine),2:24:37
2014,United Arab Emirates,10000m,female,Alia Mohamed Saeed (Un. Arab Emir.),31:51.9
2014,United Kingdom,10000m,female,Julia Bleasdale (United Kingdom),31:42.0
2014,United Kingdom,10000m,female,Jo Pavey (United Kingdom),32:11.0
2014,United Kingdom,10000m,female,Elinor Kirk (United Kingdom),32:17.0
2014,United Kingdom,1500m,female,Laura Muir (United Kingdom),04:00.1
2014,United Kingdom,1500m,female,Laura Weightman (United Kingdom),04:00.2
2014,United Kingdom,1500m,female,Hannah England (United Kingdom),04:05.3
2014,United Kingdom,1500m,male,Chris O’Hare (United Kingdom),03:35.1
2014,United Kingdom,1500m,male,Jake Wightman (United Kingdom),03:35.5
2014,United Kingdom,3000m Steeplechase,male,James Wilkinson (United Kingdom),08:22.8
2014,United Kingdom,5000m,female,Jo Pavey (United Kingdom),15:04.9
2014,United Kingdom,5000m,female,Emelia Gorecka (United Kingdom),15:07.5
2014,United Kingdom,5000m,female,Julia Bleasdale (United Kingdom),15:11.7
2014,United Kingdom,5000m,male,Andy Vernon (United Kingdom),13:11.5
2014,United Kingdom,800m,female,Lynsey Sharp (United Kingdom),01:58.8
2014,United Kingdom,800m,female,Jenny Meadows (United Kingdom),01:59.3
2014,United Kingdom,800m,female,Jessica Judd (United Kingdom),01:59.8
2014,United Kingdom,800m,female,Alison Leonard (United Kingdom),02:00.1
2014,United Kingdom,800m,female,Hannah England (United Kingdom),02:00.5
2014,United Kingdom,800m,male,Andrew Osagie (United Kingdom),01:45.2
2014,United States Of America,10000m,female,Molly Huddle (US),30:47.6
2014,United States Of America,10000m,female,Jordan Hasay (US),31:39.7
2014,United States Of America,10000m,female,Kim Conley (US),31:48.7
2014,United States Of America,10000m,female,Rachel Ward (US),32:15.9
2014,United States Of America,10000m,male,Galen Rupp (US),26:44.4
2014,United States Of America,10000m,male,Bobby Curtis (US),27:46.3
2014,United States Of America,1500m,female,Jenny Simpson (US),03:57.2
2014,United States Of America,1500m,female,Shannon Rowbury (US),03:59.5
2014,United States Of America,1500m,female,Brenda Martinez (US),04:01.4
2014,United States Of America,1500m,female,Treniere Moser (US),04:04.2
2014,United States Of America,1500m,female,Morgan Uceny (US),04:04.8
2014,United States Of America,1500m,female,Gabe Grunewald (US),04:05.2
2014,United States Of America,1500m,female,Emma Coburn (US),04:05.3
2014,United States Of America,1500m,male,Leo Manzano (US),03:31.0
2014,United States Of America,1500m,male,Matthew Centrowitz (US),03:31.1
2014,United States Of America,1500m,male,Galen Rupp (US),03:34.2
2014,United States Of America,1500m,male,Will Leer (US),03:34.3
2014,United States Of America,1500m,male,*Pat Casey (US),03:35.3
2014,United States Of America,3000m Steeplechase,female,Emma Coburn (US),09:11.4
2014,United States Of America,3000m Steeplechase,female,Stephanie Garcia (US),09:24.3
2014,United States Of America,3000m Steeplechase,female,Nicole Bush (US),09:24.6
2014,United States Of America,3000m Steeplechase,female,Ashley Higginson (US),09:27.6
2014,United States Of America,3000m Steeplechase,female,Aisha Praught (US),09:34.7
2014,United States Of America,3000m Steeplechase,female,Leah O’Connor (US),09:36.4
2014,United States Of America,3000m Steeplechase,female,Shalaya Kipp (US),09:39.1
2014,United States Of America,3000m Steeplechase,male,Evan Jager (US),08:04.7
2014,United States Of America,3000m Steeplechase,male,Dan Huling (US),08:15.6
2014,United States Of America,3000m Steeplechase,male,Donn Cabral (US),08:20.0
2014,United States Of America,3000m Steeplechase,male,Craig Forys (US),08:24.1
2014,United States Of America,5000m,female,Molly Huddle (US),14:42.6
2014,United States Of America,5000m,female,Shannon Rowbury (US),14:48.7
2014,United States Of America,5000m,female,Katie Mackey (US),15:04.7
2014,United States Of America,5000m,female,Laura Thweatt (US),15:05.0
2014,United States Of America,5000m,female,Kim Conley (US),15:08.6
2014,United States Of America,5000m,female,Aisling Cuffe (US),15:11.1
2014,United States Of America,5000m,female,Marielle Hall (US),15:12.8
2014,United States Of America,5000m,male,Galen Rupp (US),13:01.0
2014,United States Of America,5000m,male,Ben True (US),13:02.7
2014,United States Of America,5000m,male,Hassan Mead (US),13:02.8
2014,United States Of America,5000m,male,Bernard Lagat (US),13:06.7
2014,United States Of America,5000m,male,Lopez Lomong (US),13:08.0
2014,United States Of America,5000m,male,Chris Derrick (US),13:08.2
2014,United States Of America,5000m,male,Evan Jager (US),13:08.6
2014,United States Of America,5000m,male,Andrew Bumbalough (US),13:13.7
2014,United States Of America,5000m,male,Ryan Hill (US),13:14.3
2014,United States Of America,800m,female,Ajee’ Wilson (US),01:57.7
2014,United States Of America,800m,female,Brenda Martinez (US),01:58.8
2014,United States Of America,800m,female,Laura Roesler (US),01:59.0
2014,United States Of America,800m,female,Molly Beckwith-Ludlow (US),01:59.3
2014,United States Of America,800m,female,Chanelle Price (US),01:59.8
2014,United States Of America,800m,female,Maggie Vessey (US),02:00.0
2014,United States Of America,800m,female,Morgan Uceny (US),02:00.3
2014,United States Of America,800m,male,Duane Solomon (US),01:43.9
2014,United States Of America,800m,male,Erik Sowinski (US),01:44.6
2014,United States Of America,800m,male,Elijah Greer (US),01:44.9
2014,United States Of America,marathon,female,Shalane Flanagan (US),2:21:14
2014,Uzbekistan,10000m,female,Sitora Khamidova (Uzbekistan),32:12.5
2014,Venezuela,3000m Steeplechase,male,Marvin Blanco (Venezuela),08:21.8
2015,Albania,1500m,female,Luiza Gega (Albania),04:02.6
2015,Algeria,1500m,male,Taoufik Makhloufi (Algeria),03:28.7
2015,Algeria,3000m Steeplechase,female,Amina Betiche (Algeria),09:36.1
2015,Algeria,3000m Steeplechase,male,Bilal Tabti (Algeria),08:21.2
2015,Algeria,800m,male,Taoufik Makhloufi (Algeria),01:44.2
2015,Australia,3000m Steeplechase,female,Madeleine Heiner (Australia),09:21.6
2015,Australia,3000m Steeplechase,female,Genevieve LaCaze (Australia),09:35.2
2015,Australia,3000m Steeplechase,female,Victoria Mitchell (Australia),09:36.5
2015,Australia,5000m,female,Eloise Wellings (Australia),15:09.6
2015,Australia,5000m,female,Madeleine Heiner (Australia),15:11.2
2015,Australia,800m,male,Jeff Riseley (Australia),01:45.0
2015,Australia,800m,male,Alex Rowe (Australia),01:45.4
2015,Austria,5000m,female,Jennifer Wenth (Austria),15:16.1
2015,Bahrain,10000m,male,El Hassan El Abbassi (Bahrain),27:25.0
2015,Bahrain,1500m,male,Benson Seurei (Bahrain),03:35.1
2015,Bahrain,3000m Steeplechase,female,Tigist Mekonen (Bahrain),09:20.7
2015,Bahrain,3000m Steeplechase,female,Ruth Chebet (Bahrain),09:21.4
2015,Bahrain,3000m Steeplechase,male,John Koech (Bahrain),08:14.8
2015,Bahrain,5000m,female,Mimi Belete (Bahrain),14:54.7
2015,Bahrain,5000m,male,Albert Rop (Bahrain),13:06.7
2015,Bahrain,800m,male,Abraham Rotich (Bahrain),01:45.3
2015,Bahrain,marathon,female,Eunice Jepkirui (Bahrain),2:22:08
2015,Bahrain,marathon,male,Shumi Dechasa (Bahrain),2:07:20
2015,Belarus,3000m Steeplechase,female,Sviatlana Kudzelich (Belarus),09:31.7
2015,Belarus,800m,female,Maryna Arzamasova (Belarus),01:57.5
2015,Belarus,marathon,female,Aliaksandra Duliba (Belarus),2:23:06
2015,Belgium,5000m,male,Bashir Abdi (Belgium),13:06.1
2015,Bosnia,800m,male,Amel Tuka (Bosnia Herzegovina),01:42.5
2015,Botswana,800m,male,Nijel Amos (Botswana),01:42.7
2015,Bulgaria,3000m Steeplechase,female,Silvia Danekova (Bulgaria),09:33.4
2015,Bulgaria,3000m Steeplechase,male,Mitko Tsenov (Bulgaria),08:21.9
2015,Burndi,800m,female,Francine Niyonsaba (Burundi),01:57.6
2015,Burundi,800m,male,Antoine Gakeme (Burundi),01:44.1
2015,Canada,10000m,female,Natasha Wodak (Canada),31:41.6
2015,Canada,10000m,female,Lanni Marchant (Canada),31:46.9
2015,Canada,10000m,male,Cam Levins (Canada),27:07.5
2015,Canada,1500m,male,Charles Philibert-Thiboutot (Canada),03:34.2
2015,Canada,1500m,male,Nate Brannen (Canada),03:35.0
2015,Canada,3000m Steeplechase,female,Geneviève Lalonde (Canada),09:35.7
2015,Canada,3000m Steeplechase,male,Matt Hughes (Canada),08:18.6
2015,Canada,3000m Steeplechase,male,Taylor Milne (Canada),08:19.9
2015,Canada,5000m,female,Jessica O’Connell (Canada),15:06.4
2015,Canada,5000m,male,Mo Ahmed (Canada),13:10.0
2015,Canada,800m,female,Melissa Bishop (Canada),01:57.5
2015,Canada,800m,female,Fiona Benson (Canada),01:59.6
2015,Cuba,800m,female,Rose Almanza (Cuba),01:57.7
2015,Cuba,800m,female,Sahily Diago (Cuba),01:59.9
2015,Czech Republic,1500m,male,Jakub Holuša (Czech Republic),03:34.3
2015,Djibouti,1500m,male,Ayanleh Souleiman (Djibouti),03:30.2
2015,Djibouti,800m,male,Ayanleh Souleiman (Djibouti),01:43.0
2015,Eritrea,10000m,male,Abrar Osman (Eritrea),27:41.7
2015,Eritrea,5000m,male,Abrar Osman (Eritrea),13:14.0
2015,Ethiopia,10000m,female,Gelete Burka (Ethiopia),30:49.7
2015,Ethiopia,10000m,female,Alemitu Haroye (Ethiopia),30:50.8
2015,Ethiopia,10000m,female,Belaynesh Oljira (Ethiopia),30:53.7
2015,Ethiopia,10000m,female,Mamitu Daska (Ethiopia),30:55.6
2015,Ethiopia,10000m,female,Wude Ayalew (Ethiopia),30:58.0
2015,Ethiopia,10000m,female,Netsanet Gudeta (Ethiopia),31:06.5
2015,Ethiopia,10000m,female,Genet Ayalew (Ethiopia),31:08.8
2015,Ethiopia,10000m,female,Yeshaneh Ababel (Ethiopia),31:23.6
2015,Ethiopia,10000m,female,Buze Diriba (Ethiopia),31:33.3
2015,Ethiopia,10000m,female,Sule Utura (Ethiopia),31:57.8
2015,Ethiopia,10000m,male,Muktar Edris (Ethiopia),27:17.2
2015,Ethiopia,10000m,male,Imane Merga (Ethiopia),27:17.6
2015,Ethiopia,10000m,male,Mosinet Geremew (Ethiopia),27:18.9
2015,Ethiopia,10000m,male,Adugna Takele (Ethiopia),27:19.3
2015,Ethiopia,10000m,male,Tebalu Zawude (Ethiopia),27:20.5
2015,Ethiopia,10000m,male,Leul Gebrselassie (Ethiopia),27:22.9
2015,Ethiopia,10000m,male,Azmeraw Mengistu (Ethiopia),27:33.8
2015,Ethiopia,10000m,male,Teressa Nyakora (Ethiopia),27:38.9
2015,Ethiopia,10000m,male,Nuguse Hirsuato (Ethiopia),27:40.8
2015,Ethiopia,1500m,female,Genzebe Dibaba (Ethiopia),03:50.1
2015,Ethiopia,1500m,female,Dawit Seyaum (Ethiopia),03:59.8
2015,Ethiopia,1500m,female,Besu Sado (Ethiopia),04:00.7
2015,Ethiopia,1500m,female,Senbere Teferi (Ethiopia),04:01.9
2015,Ethiopia,1500m,female,Axumawit Embaye (Ethiopia),04:02.9
2015,Ethiopia,1500m,female,Gudaf Tsegay (Ethiopia),04:03.1
2015,Ethiopia,1500m,male,Aman Wote (Ethiopia),03:30.3
2015,Ethiopia,3000m Steeplechase,female,Sofia Assefa (Ethiopia),09:12.6
2015,Ethiopia,3000m Steeplechase,female,Hiwot Ayalew (Ethiopia),09:14.7
2015,Ethiopia,3000m Steeplechase,female,Birtukan Fente (Ethiopia),09:24.9
2015,Ethiopia,3000m Steeplechase,female,Etenesh Diro (Ethiopia),09:29.1
2015,Ethiopia,3000m Steeplechase,male,Tolosa Nurgi (Ethiopia),08:22.9
2015,Ethiopia,5000m,female,Almaz Ayana,14:14.3
2015,Ethiopia,5000m,female,Genzebe Dibaba (Ethiopia),14:15.4
2015,Ethiopia,5000m,female,Viola Kibiwot (Kenya),14:34.2
2015,Ethiopia,5000m,female,Senbere Teferi (Ethiopia),14:36.4
2015,Ethiopia,5000m,female,Gelete Burka (Ethiopia),14:40.5
2015,Ethiopia,5000m,female,Alemitu Haroye (Ethiopia),14:43.3
2015,Ethiopia,5000m,female,Goytatom Gebreselassie (Ethiopia),14:57.3
2015,Ethiopia,5000m,female,Belaynesh Oljira (Ethiopia),15:05.2
2015,Ethiopia,5000m,female,Alemitu Hawi (Ethiopia),15:13.2
2015,Ethiopia,5000m,female,Azmera Gebru (Ethiopia),15:15.8
2015,Ethiopia,5000m,male,Yomif Kejelcha (Ethiopia),12:54.0
2015,Ethiopia,5000m,male,Hagos Gebrhiwet (Ethiopia),12:54.7
2015,Ethiopia,5000m,male,Imane Merga (Ethiopia),12:59.0
2015,Ethiopia,5000m,male,Muktar Edris (Ethiopia),13:00.3
2015,Ethiopia,5000m,male,Dejen Gebremeskel (Ethiopia),13:00.5
2015,Ethiopia,5000m,male,Yenew Alamirew (Ethiopia),13:05.5
2015,Ethiopia,5000m,male,Yasin Haji (Ethiopia),13:10.7
2015,Ethiopia,5000m,male,Abadi Embaye (Ethiopia),13:13.2
2015,Ethiopia,800m,male,Mohamed Aman (Ethiopia),01:43.6
2015,Ethiopia,marathon,female,Mare Dibaba (Ethiopia),2:19:52
2015,Ethiopia,marathon,female,Aselefech Mergia (Ethiopia),2:20:02
2015,Ethiopia,marathon,female,Aberu Kebede (Ethiopia),2:20:48
2015,Ethiopia,marathon,female,Shure Demise (Ethiopia),2:20:59
2015,Ethiopia,marathon,female,Mulu Seboka (Ethiopia),2:21:56
2015,Ethiopia,marathon,female,Tadelech Bekele (Ethiopia),2:22:51
2015,Ethiopia,marathon,female,Dinknesh Mekasha (Ethiopia),2:23:12
2015,Ethiopia,marathon,female,Gulume Tollesa (Ethiopia),2:23:12
2015,Ethiopia,marathon,female,Birhane Dibaba (Ethiopia),2:23:15
2015,Ethiopia,marathon,female,Tigist Tufa (Ethiopia),2:23:22
2015,Ethiopia,marathon,female,Yebrqual Melese (Ethiopia),2:23:23
2015,Ethiopia,marathon,female,Meseret Mengistu (Ethiopia),2:23:26
2015,Ethiopia,marathon,female,Amane Gobena (Ethiopia),2:23:30
2015,Ethiopia,marathon,female,Guteni Shone (Ethiopia),2:23:32
2015,Ethiopia,marathon,female,Abebech Afework (Ethiopia),2:23:33
2015,Ethiopia,marathon,female,Tirfe Tsegaye (Ethiopia),2:23:41
2015,Ethiopia,marathon,female,Ashete Bekele (Ethiopia),2:23:43
2015,Ethiopia,marathon,female,Biruktayit Degefa (Ethiopia),2:23:51
2015,Ethiopia,marathon,female,Korene Jelila (Ethiopia),2:23:52
2015,Ethiopia,marathon,female,Fatuma Sado (Ethiopia),2:24:16
2015,Ethiopia,marathon,female,Tiki Gelana (Ethiopia),2:24:26
2015,Ethiopia,marathon,female,Bethlehem Moges (Ethiopia),2:24:29
2015,Ethiopia,marathon,female,Meseret Hailu (Ethiopia),2:24:33
2015,Ethiopia,marathon,male,Hayle Lemi (Ethiopia),2:05:28
2015,Ethiopia,marathon,male,Lelisa Desisa (Ethiopia),2:05:52
2015,Ethiopia,marathon,male,Deriba Robi (Ethiopia),2:05:52
2015,Ethiopia,marathon,male,Endeshaw Negesse (Ethiopia),2:06:00
2015,Ethiopia,marathon,male,Sisay Lemma (Ethiopia),2:06:26
2015,Ethiopia,marathon,male,Feyisa Lilesa (Ethiopia),2:06:35
2015,Ethiopia,marathon,male,Abera Kuma (Ethiopia),2:06:47
2015,Ethiopia,marathon,male,Tilahun Regassa (Ethiopia),2:06:54
2015,Ethiopia,marathon,male,Bazu Worku (Ethiopia),2:07:09
2015,Ethiopia,marathon,male,Abeyneh Ayele (Ethiopia),2:07:16
2015,Ethiopia,marathon,male,Markos Geneti (Ethiopia),2:07:25
2015,Ethiopia,marathon,male,Birhanu Gebru (Ethiopia),2:07:26
2015,Ethiopia,marathon,male,Seboka Tola (Ethiopia),2:07:33
2015,France,1500m,male,Mourad Amdouni (France),03:34.0
2015,France,3000m Steeplechase,female,Ophélie Claude-Boxberger (France),09:35.6
2015,France,3000m Steeplechase,male,Yoann Kowal (France),08:18.4
2015,France,800m,female,Renelle Lamote (France),01:58.9
2015,France,800m,male,Pierre-Ambroise Bosse (France),01:43.9
2015,Germany,1500m,male,Homiyu Tesfaye (Germany),03:34.1
2015,Germany,3000m Steeplechase,female,Gesa-Felicitas Krause (Germany),09:19.3
2015,Germany,5000m,male,Richard Ringer (Germany),13:10.9
2015,Germany,800m,female,Fabienne Kohlmann (Germany),01:58.3
2015,Germany,800m,female,Christina Hering (Germany),01:59.5
2015,Holland,10000m,female,Susan Kuijken (Holland),31:32.0
2015,Holland,10000m,female,Jip Vastenburg (Holland),31:35.5
2015,Holland,1500m,female,Sifan Hassan (Holland),03:56.0
2015,Holland,1500m,female,Maureen Koster (Holland),03:59.8
2015,Holland,5000m,female,Susan Kuijken (Holland),15:07.4
2015,Holland,5000m,female,Maureen Koster (Holland),15:07.7
2015,Holland,800m,female,Sifan Hassan (Holland),01:58.5
2015,Holland,800m,male,Thijmen Kupers (Holland),01:45.3
2015,India,3000m Steeplechase,female,Lalita Babar (India),09:27.9
2015,Italy,800m,male,Giordano Benedetti (Italy),01:45.1
2015,Jamaica,800m,female,Simoya Campbell (Jamaica),01:59.3
2015,Jamaica,800m,female,Natoya Goule (Jamaica),01:59.6
2015,Japan,10000m,female,Yuka Takashima (Japan),31:37.3
2015,Japan,10000m,female,Mao Kiyota (Japan),31:44.8
2015,Japan,10000m,female,Riko Matsuzaki (Japan),31:44.9
2015,Japan,10000m,female,Ayumi Hagiwara (Japan),31:46.6
2015,Japan,10000m,female,Ayuko Suzuki (Japan),31:48.2
2015,Japan,10000m,female,Eri Makikawa (Japan),31:48.2
2015,Japan,10000m,female,Rei Ohara (Japan),31:48.3
2015,Japan,10000m,female,Yuki Mitsunobu (Japan),31:56.9
2015,Japan,10000m,male,Kota Murayama (Japan),27:29.7
2015,Japan,10000m,male,Tetsuya Yoroizaka (Japan),27:29.7
2015,Japan,10000m,male,Kenta Murayama (Japan),27:40.0
2015,Japan,5000m,female,Ayuko Suzuki (Japan),15:08.3
2015,Japan,5000m,female,Yuka Miyazaki (Japan),15:16.4
2015,Japan,5000m,male,Suguru Osako (Japan),13:08.4
2015,Japan,5000m,male,Tetsuya Yoroizaka (Japan),13:12.6
2015,Japan,marathon,female,Sairi Maeda (Japan),2:22:48
2015,Japan,marathon,female,Kayoko Fukushi (Japan),2:24:25
2015,Japan,marathon,female,Mai Ito (Japan),2:24:42
2015,Japan,marathon,male,Masato Imai (Japan),2:07:39
2015,Kenya,10000m,female,Vivian Cheruiyot (Kenya),31:13.3
2015,Kenya,10000m,female,Alice Nawowuna (Kenya),31:24.2
2015,Kenya,10000m,female,Gladys Chesire (Kenya),31:36.9
2015,Kenya,10000m,female,Sally Kipyego (Kenya),31:44.4
2015,Kenya,10000m,female,Betsy Saina (Kenya),31:51.3
2015,Kenya,10000m,female,Grace Kimanzi (Kenya),31:57.4
2015,Kenya,10000m,male,Paul Tanui (Kenya),26:51.9
2015,Kenya,10000m,male,Geoffrey Kamworor (Kenya),26:52.7
2015,Kenya,10000m,male,Bedan Karoki (Kenya),27:04.8
2015,Kenya,10000m,male,Geoffrey Kirui (Kenya),27:17.9
2015,Kenya,10000m,male,William Sitonik (Kenya),27:22.1
2015,Kenya,10000m,male,Emmanuel Bett (Kenya),27:22.3
2015,Kenya,10000m,male,Tamirat Tola (Ethiopia),27:22.6
2015,Kenya,10000m,male,Johana Maina (Kenya),27:26.9
2015,Kenya,10000m,male,Leonard Barsoton (Kenya),27:27.6
2015,Kenya,10000m,male,Titus Mbishei (Kenya),27:31.5
2015,Kenya,10000m,male,Vincent Yator (Kenya),27:33.5
2015,Kenya,10000m,male,John Maina (Kenya),27:35.5
2015,Kenya,10000m,male,Bernard Kimani (Kenya),27:39.8
2015,Kenya,10000m,male,Josphat Bett (Kenya),27:40.2
2015,Kenya,10000m,male,Jonathan Ndiku (Kenya),27:40.6
2015,Kenya,10000m,male,Hiram Ngatia (Kenya),27:41.7
2015,Kenya,10000m,male,Rodgers Chumo (Kenya),27:42.1
2015,Kenya,1500m,female,Faith Kipyegon (Kenya),03:59.3
2015,Kenya,1500m,female,Mercy Cherono (Kenya),04:01.3
2015,Kenya,1500m,female,Viola Kibiwot (Kenya),04:01.4
2015,Kenya,1500m,female,Nancy Chepkwemoi (Kenya),04:03.1
2015,Kenya,1500m,female,Beatrice Chepkoech (Kenya),04:03.3
2015,Kenya,1500m,female,Violah Lagat (Kenya),04:04.1
2015,Kenya,1500m,male,Asbel Kiprop (Kenya),03:26.7
2015,Kenya,1500m,male,Elijah Manangoi (Kenya),03:29.7
2015,Kenya,1500m,male,Robert Biwott (Kenya),03:30.1
2015,Kenya,1500m,male,Silas Kiplagat (Kenya),03:30.1
2015,Kenya,1500m,male,Collins Cheboi (Kenya),03:30.3
2015,Kenya,1500m,male,Ronald Kwemoi (Kenya),03:30.4
2015,Kenya,1500m,male,James Magut (Kenya),03:31.8
2015,Kenya,1500m,male,Bethwel Birgen (Kenya),03:34.6
2015,Kenya,1500m,male,Timothy Cheruiyot (Kenya),03:34.9
2015,Kenya,1500m,male,Vincent Kibet (Kenya),03:34.9
2015,Kenya,1500m,male,Hillary Maiyo (Kenya),03:35.2
2015,Kenya,1500m,male,Hillary Ngetich (Kenya),03:35.3
2015,Kenya,1500m,male,Nixon Chepseba (Kenya),03:35.3
2015,Kenya,1500m,male,Anthony Kiptoo (Kenya),03:35.3
2015,Kenya,3000m Steeplechase,female,Hyvin Jepkemoi (Kenya),09:10.2
2015,Kenya,3000m Steeplechase,female,Virginia Nyambura (Kenya),09:13.9
2015,Kenya,3000m Steeplechase,female,Purity Kirui (Kenya),09:17.7
2015,Kenya,3000m Steeplechase,female,Lydia Chepkurui (Kenya),09:20.4
2015,Kenya,3000m Steeplechase,female,Rosefline Chepngetich (Kenya),09:25.9
2015,Kenya,3000m Steeplechase,female,Magdalene Masai (Kenya),09:29.2
2015,Kenya,3000m Steeplechase,female,Caroline Chepkurui (Kenya),09:34.2
2015,Kenya,3000m Steeplechase,male,Jairus Birech (Kenya),07:58.8
2015,Kenya,3000m Steeplechase,male,Ezekiel Kemboi (Kenya),08:01.7
2015,Kenya,3000m Steeplechase,male,Conseslus Kipruto (Kenya),08:05.2
2015,Kenya,3000m Steeplechase,male,Brimin Kipruto (Kenya),08:10.1
2015,Kenya,3000m Steeplechase,male,Paul K. Koech (Kenya),08:10.2
2015,Kenya,3000m Steeplechase,male,Jonathan Ndiku (Kenya),08:11.6
2015,Kenya,3000m Steeplechase,male,Clement Kemboi (Kenya),08:12.7
2015,Kenya,3000m Steeplechase,male,Hillary Yego (Kenya),08:13.1
2015,Kenya,3000m Steeplechase,male,Bernard Nganga (Kenya),08:15.7
2015,Kenya,3000m Steeplechase,male,Lawrence Kemboi (Kenya),08:18.5
2015,Kenya,3000m Steeplechase,male,Nicholas Bett (Kenya),08:19.3
2015,Kenya,3000m Steeplechase,male,Abel Mutai (Kenya),08:20.4
2015,Kenya,3000m Steeplechase,male,Barnabas Kipyego (Kenya),08:21.9
2015,Kenya,3000m Steeplechase,male,Abraham Kibiwot (Kenya),08:22.1
2015,Kenya,3000m Steeplechase,male,Hillary Kemboi (Kenya),08:23.0
2015,Kenya,5000m,female,Faith Kipyegon (Kenya),14:31.9
2015,Kenya,5000m,female,Mercy Cherono (Kenya),14:34.1
2015,Kenya,5000m,female,Vivian Cheruiyot (Kenya),14:46.7
2015,Kenya,5000m,female,Sally Kipyego (Kenya),14:47.8
2015,Kenya,5000m,female,Irene Cheptai (Kenya),14:53.3
2015,Kenya,5000m,female,Irene Jelagat (Kenya),14:55.5
2015,Kenya,5000m,female,Magdalene Masai (Kenya),14:58.5
2015,Kenya,5000m,female,Betsy Saina (Kenya),15:00.5
2015,Kenya,5000m,female,Janet Kisa (Kenya),15:02.7
2015,Kenya,5000m,female,Perine Nengampi (Kenya),15:08.4
2015,Kenya,5000m,female,Selly Chepyego (Kenya),15:13.7
2015,Kenya,5000m,female,Rosemary Wanjiru (Kenya),15:15.4
2015,Kenya,5000m,male,Paul Tanui (Kenya),12:58.7
2015,Kenya,5000m,male,Thomas Longosiwa (Kenya),12:59.7
2015,Kenya,5000m,male,Caleb Ndiku (Kenya),13:05.3
2015,Kenya,5000m,male,Isiah Koech (Kenya),13:07.3
2015,Kenya,5000m,male,Paul K. Koech (Kenya),13:07.7
2015,Kenya,5000m,male,Emmanuel Kipsang (Kenya),13:08.6
2015,Kenya,5000m,male,Bernard Kimani (Kenya),13:10.8
2015,Kenya,5000m,male,Edwin Soi (Kenya),13:12.0
2015,Kenya,5000m,male,Jonathan Ndiku (Kenya),13:13.2
2015,Kenya,5000m,male,Geoffrey Kamworor (Kenya),13:13.3
2015,Kenya,5000m,male,Hiram Ngatia (Kenya),13:13.7
2015,Kenya,800m,female,Eunice Sum (Kenya),01:57.0
2015,Kenya,800m,female,Faith Kipyegon (Kenya),01:58.0
2015,Kenya,800m,female,Janeth Jepkosgei (Kenya),01:59.4
2015,Kenya,800m,male,Robert Biwott (Kenya),01:43.6
2015,Kenya,800m,male,David Rudisha (Kenya),01:43.6
2015,Kenya,800m,male,Ferguson Cheruiyot (Kenya),01:43.6
2015,Kenya,800m,male,Job Kinyor (Kenya),01:43.9
2015,Kenya,800m,male,Alfred Kipketer (Kenya),01:44.1
2015,Kenya,800m,male,Asbel Kiprop (Kenya),01:44.4
2015,Kenya,800m,male,Edwin Melly (Kenya),01:44.5
2015,Kenya,800m,male,Willy Tarbei (Kenya),01:44.5
2015,Kenya,800m,male,Kipyegon Bett (Kenya),01:44.6
2015,Kenya,800m,male,Jackson Kivuva (Kenya),01:44.6
2015,Kenya,800m,male,Nicholas Kipkoech (Kenya),01:44.9
2015,Kenya,800m,male,Jonathan Kitilit (Kenya),01:45.0
2015,Kenya,800m,male,Timothy Kitum (Kenya),01:45.0
2015,Kenya,800m,male,Fredrick Korir (Kenya),01:45.2
2015,Kenya,800m,male,Patrick Kiprotich Rono (Kenya),01:45.2
2015,Kenya,marathon,female,Gladys Cherono (Kenya),2:19:25
2015,Kenya,marathon,female,Lucy Kabuu (Kenya),2:20:21
2015,Kenya,marathon,female,Florence Kiplagat (Kenya),2:23:33
2015,Kenya,marathon,female,Mary Keitany (Kenya),2:23:40
2015,Kenya,marathon,female,Helah Kiprop (Kenya),2:24:03
2015,Kenya,marathon,female,Joyce Chepkirui (Kenya),2:24:11
2015,Kenya,marathon,female,Sharon Cherop (Kenya),2:24:16
2015,Kenya,marathon,female,Jemima Jelagat (Kenya),2:24:23
2015,Kenya,marathon,female,Filomena Cheyech (Kenya),2:24:38
2015,Kenya,marathon,female,Visiline Jepkesho (Kenya),2:24:44
2015,Kenya,marathon,male,Eliud Kipchoge (Kenya),2:04:00
2015,Kenya,marathon,male,Wilson Kipsang (Kenya),2:04:47
2015,Kenya,marathon,male,Eliud Kiptanui (Kenya),2:05:21
2015,Kenya,marathon,male,Mark Korir (Kenya),2:05:49
2015,Kenya,marathon,male,Dennis Kimetto (Kenya),2:05:50
2015,Kenya,marathon,male,Stephen Chebogut (Kenya),2:05:52
